"Claim.Amount","Close.Amount","Disposition_Approve.in.Full","Disposition_Deny","Disposition_Settle","kmeansCluster"
249.99,0,0,1,0,3
636.7,0,0,1,0,3
7.99,0,0,1,0,3
202.74,0,0,1,0,3
75,0,0,1,0,3
100,0,0,1,0,3
100,0,0,1,0,3
15,0,0,1,0,3
125,0,0,1,0,3
400,0,0,1,0,3
376,0,0,1,0,3
163,0,0,1,0,3
182.38,0,0,1,0,3
174.99,0,0,1,0,3
30,0,0,1,0,3
208,0,0,1,0,3
500,0,0,1,0,3
29.5,0,0,1,0,3
129,0,0,1,0,3
100,0,0,1,0,3
219,0,0,1,0,3
460.44,0,0,1,0,3
15,0,0,1,0,3
402.06,0,0,1,0,3
65,0,0,1,0,3
1000,0,0,1,0,3
520,0,0,1,0,3
1105.2,0,0,1,0,3
69.99,0,0,1,0,3
137.67,0,0,1,0,3
687,0,0,1,0,3
600,0,0,1,0,3
98.77,0,0,1,0,3
2480,0,0,1,0,3
5,0,0,1,0,3
1581.97,0,0,1,0,3
367.69,0,0,1,0,3
250,0,0,1,0,3
47.5,0,0,1,0,3
150,0,0,1,0,3
550,0,0,1,0,3
551,0,0,1,0,3
360,0,0,1,0,3
48.98,0,0,1,0,3
99.93,0,0,1,0,3
80,0,0,1,0,3
55,35,0,0,1,2
89,44.5,0,0,1,2
369.48,277.11,0,0,1,2
60,50,0,0,1,2
200.34,95.16,0,0,1,2
125,21.25,0,0,1,2
1413.26,1377.93,0,0,1,2
35,17.5,0,0,1,2
9.49,9.49,1,0,0,4
30,30,1,0,0,4
8.47,8.47,1,0,0,4
35,35,1,0,0,4
14.85,14.85,1,0,0,4
3950,0,0,1,0,3
1684.99,0,0,1,0,3
800,0,0,1,0,3
600,0,0,1,0,3
350,0,0,1,0,3
284.99,0,0,1,0,3
582.99,0,0,1,0,3
316,0,0,1,0,3
20,0,0,1,0,3
21.68,0,0,1,0,3
520,0,0,1,0,3
1500,0,0,1,0,3
250,0,0,1,0,3
100.77,0,0,1,0,3
179.99,0,0,1,0,3
1900,0,0,1,0,3
460,0,0,1,0,3
44.42,0,0,1,0,3
2399,0,0,1,0,3
80,0,0,1,0,3
10268.5,0,0,1,0,3
259,0,0,1,0,3
1000,0,0,1,0,3
252.45,0,0,1,0,3
90,0,0,1,0,3
828.99,0,0,1,0,3
1980,0,0,1,0,3
739.88,0,0,1,0,3
68.89,0,0,1,0,3
65.4,0,0,1,0,3
15.87,0,0,1,0,3
82.25,0,0,1,0,3
1540.67,0,0,1,0,3
250,0,0,1,0,3
295,206.5,0,0,1,2
80,72,0,0,1,2
385,358.05,0,0,1,2
150,50,0,0,1,2
195.49,50,0,0,1,2
2400,1183.69,0,0,1,2
11.98,11.98,1,0,0,4
45,45,1,0,0,4
500,500,1,0,0,4
180,180,1,0,0,4
9.21,9.21,1,0,0,4
16.99,16.99,1,0,0,4
88,88,1,0,0,4
8000,8000,1,0,0,1
51.36,51.36,1,0,0,4
345.75,345.75,1,0,0,4
64.5,64.5,1,0,0,4
920,0,0,1,0,3
400,0,0,1,0,3
215.78,0,0,1,0,3
688.98,0,0,1,0,3
11479.9,0,0,1,0,3
83.36,0,0,1,0,3
79.95,0,0,1,0,3
300,0,0,1,0,3
199.99,0,0,1,0,3
85.59,0,0,1,0,3
1239.95,0,0,1,0,3
1290,0,0,1,0,3
377.48,0,0,1,0,3
599.99,0,0,1,0,3
722,0,0,1,0,3
270,0,0,1,0,3
24.95,0,0,1,0,3
200.26,0,0,1,0,3
540,0,0,1,0,3
50,0,0,1,0,3
335,0,0,1,0,3
585.23,0,0,1,0,3
248.4,0,0,1,0,3
120,0,0,1,0,3
234.95,0,0,1,0,3
42,0,0,1,0,3
212.64,0,0,1,0,3
108.61,0,0,1,0,3
871.03,0,0,1,0,3
1363,0,0,1,0,3
2176.09,0,0,1,0,3
30,0,0,1,0,3
682.72,0,0,1,0,3
27,0,0,1,0,3
1786.15,0,0,1,0,3
1042.27,0,0,1,0,3
52.76,0,0,1,0,3
47.7,0,0,1,0,3
750,0,0,1,0,3
221,0,0,1,0,3
15,0,0,1,0,3
20,0,0,1,0,3
188.58,0,0,1,0,3
36,0,0,1,0,3
20125,0,0,1,0,1
600,0,0,1,0,3
1371.77,0,0,1,0,3
27,0,0,1,0,3
13.55,0,0,1,0,3
470,0,0,1,0,3
63.56,0,0,1,0,3
37.55,0,0,1,0,3
7,0,0,1,0,3
78.8,0,0,1,0,3
215,199.99,0,0,1,2
100,50,0,0,1,2
69.37,45,0,0,1,2
250,100,0,0,1,2
360.5,342.47,0,0,1,2
152.1,136.89,0,0,1,2
755,755,1,0,0,4
12.59,12.59,1,0,0,4
35,35,1,0,0,4
10,0,0,1,0,3
300,0,0,1,0,3
1600,0,0,1,0,3
287,0,0,1,0,3
2473,0,0,1,0,3
20,0,0,1,0,3
700,0,0,1,0,3
498,0,0,1,0,3
318.34,0,0,1,0,3
459.36,0,0,1,0,3
800,0,0,1,0,3
100,0,0,1,0,3
750,0,0,1,0,3
555,0,0,1,0,3
380,0,0,1,0,3
90,0,0,1,0,3
15.95,0,0,1,0,3
2235,2230,0,0,1,1
89,50,0,0,1,2
248.28,124.14,0,0,1,2
12,12,1,0,0,4
150,150,1,0,0,4
21.47,21.47,1,0,0,4
75.62,75.62,1,0,0,4
67,67,1,0,0,4
50.99,50.99,1,0,0,4
13.97,13.97,1,0,0,4
6.53,6.53,1,0,0,4
99,99,1,0,0,4
8.5,8.5,1,0,0,4
210,210,1,0,0,4
13.97,13.97,1,0,0,4
6710,0,0,1,0,3
1000,0,0,1,0,3
130,0,0,1,0,3
1056.15,0,0,1,0,3
156,0,0,1,0,3
99,0,0,1,0,3
547.9,0,0,1,0,3
40,0,0,1,0,3
1432.51,0,0,1,0,3
1500,0,0,1,0,3
90,0,0,1,0,3
25,0,0,1,0,3
649,0,0,1,0,3
300,0,0,1,0,3
572.63,0,0,1,0,3
75,0,0,1,0,3
473,0,0,1,0,3
380.57,0,0,1,0,3
11.74,0,0,1,0,3
600,0,0,1,0,3
300.17,0,0,1,0,3
70,0,0,1,0,3
85,0,0,1,0,3
12.95,0,0,1,0,3
172.12,0,0,1,0,3
841.84,0,0,1,0,3
86.18,0,0,1,0,3
195,0,0,1,0,3
477,0,0,1,0,3
260,0,0,1,0,3
223.69,0,0,1,0,3
443.7,0,0,1,0,3
644.69,0,0,1,0,3
234.52,0,0,1,0,3
80.99,0,0,1,0,3
5961.42,0,0,1,0,3
98,0,0,1,0,3
938,0,0,1,0,3
228.9,0,0,1,0,3
300,0,0,1,0,3
56,0,0,1,0,3
150,0,0,1,0,3
300.9,135.41,0,0,1,2
450,252,0,0,1,2
629.43,615.85,0,0,1,2
100,50,0,0,1,2
125,0,0,1,0,3
38,38,1,0,0,4
36.13,36.13,1,0,0,4
21,21,1,0,0,4
65,65,1,0,0,4
216.5,216.5,1,0,0,4
385,0,0,1,0,3
176,0,0,1,0,3
13300,0,0,1,0,3
200,0,0,1,0,3
250,0,0,1,0,3
1245.71,0,0,1,0,3
690,0,0,1,0,3
665.75,0,0,1,0,3
110,0,0,1,0,3
1600,0,0,1,0,3
3313.46,0,0,1,0,3
100,0,0,1,0,3
7.45,0,0,1,0,3
895,0,0,1,0,3
241.56,0,0,1,0,3
1333.75,0,0,1,0,3
999.99,0,0,1,0,3
240,0,0,1,0,3
350,0,0,1,0,3
8278.9,0,0,1,0,3
380,0,0,1,0,3
1557.28,0,0,1,0,3
409.95,0,0,1,0,3
10,0,0,1,0,3
4595,0,0,1,0,3
10400,0,0,1,0,3
470,0,0,1,0,3
185,0,0,1,0,3
2600,0,0,1,0,3
968.38,0,0,1,0,3
120,0,0,1,0,3
1500,586.94,0,0,1,2
570,385,0,0,1,2
187,65.51,0,0,1,2
1500,878,0,0,1,2
182,91,0,0,1,2
38,38,1,0,0,4
180.74,180.74,1,0,0,4
10.59,10.59,1,0,0,4
70,70,1,0,0,4
105,105,1,0,0,4
1000,0,0,1,0,3
270,0,0,1,0,3
350,0,0,1,0,3
1000,0,0,1,0,3
235,0,0,1,0,3
229.5,0,0,1,0,3
240.68,0,0,1,0,3
99.99,0,0,1,0,3
838,0,0,1,0,3
14,0,0,1,0,3
980,0,0,1,0,3
130,0,0,1,0,3
311.46,0,0,1,0,3
10,0,0,1,0,3
1100,0,0,1,0,3
600,0,0,1,0,3
39,0,0,1,0,3
2824.98,0,0,1,0,3
674.99,0,0,1,0,3
100,0,0,1,0,3
1433,0,0,1,0,3
150,0,0,1,0,3
70.45,0,0,1,0,3
532.03,0,0,1,0,3
134,0,0,1,0,3
1120,0,0,1,0,3
271.31,0,0,1,0,3
12.5,0,0,1,0,3
657.17,0,0,1,0,3
850,0,0,1,0,3
850.26,0,0,1,0,3
277.5,249.75,0,0,1,2
300,99.99,0,0,1,2
75,48.75,0,0,1,2
165,76.5,0,0,1,2
276.59,276.59,1,0,0,4
10,10,1,0,0,4
10,10,1,0,0,4
74.19,74.19,1,0,0,4
14.95,14.95,1,0,0,4
80,80,1,0,0,4
149.99,149.99,1,0,0,4
55.37,55.37,1,0,0,4
1327.2,0,0,1,0,3
2325.7,0,0,1,0,3
2800,0,0,1,0,3
110.99,0,0,1,0,3
48,0,0,1,0,3
181,0,0,1,0,3
112.84,0,0,1,0,3
69.95,0,0,1,0,3
49.99,0,0,1,0,3
435,0,0,1,0,3
49.95,0,0,1,0,3
9.03,0,0,1,0,3
5000,0,0,1,0,3
60,0,0,1,0,3
735,0,0,1,0,3
1800,0,0,1,0,3
480.97,0,0,1,0,3
22.95,0,0,1,0,3
10.45,0,0,1,0,3
100,0,0,1,0,3
75,0,0,1,0,3
194,0,0,1,0,3
35,0,0,1,0,3
2.54,0,0,1,0,3
120.95,0,0,1,0,3
400.69,0,0,1,0,3
320,0,0,1,0,3
649.9,0,0,1,0,3
101.68,0,0,1,0,3
60,0,0,1,0,3
2332,0,0,1,0,3
25,0,0,1,0,3
74.19,0,0,1,0,3
10000,0,0,1,0,3
650,0,0,1,0,3
150,0,0,1,0,3
700,0,0,1,0,3
679.48,0,0,1,0,3
183,0,0,1,0,3
2800,0,0,1,0,3
299,0,0,1,0,3
180.19,0,0,1,0,3
179.99,0,0,1,0,3
60,0,0,1,0,3
70,0,0,1,0,3
17000,0,0,1,0,1
210,0,0,1,0,3
326.49,0,0,1,0,3
289,0,0,1,0,3
598.81,0,0,1,0,3
73,0,0,1,0,3
8,0,0,1,0,3
37,0,0,1,0,3
17.07,0,0,1,0,3
30,0,0,1,0,3
60,20,0,0,1,2
185,100,0,0,1,2
157,59.99,0,0,1,2
159.8,109.85,0,0,1,2
30,15,0,0,1,2
207.16,50,0,0,1,2
422.65,266.27,0,0,1,2
400,272,0,0,1,2
212.49,212.49,1,0,0,4
37.34,37.34,1,0,0,4
108.95,108.95,1,0,0,4
150,150,1,0,0,4
795,0,0,1,0,3
236,0,0,1,0,3
624.6,0,0,1,0,3
181.32,0,0,1,0,3
166,0,0,1,0,3
88,0,0,1,0,3
52.8,0,0,1,0,3
223.03,0,0,1,0,3
5024.5,0,0,1,0,3
375,0,0,1,0,3
4000,0,0,1,0,3
10.8,0,0,1,0,3
12.78,0,0,1,0,3
44.99,0,0,1,0,3
330,0,0,1,0,3
145.13,0,0,1,0,3
861.99,0,0,1,0,3
53.76,0,0,1,0,3
1500,0,0,1,0,3
6.24,0,0,1,0,3
77,0,0,1,0,3
399.01,179.55,0,0,1,2
1498.09,1319.24,0,0,1,2
395.36,395.36,1,0,0,4
127.78,127.78,1,0,0,4
80,80,1,0,0,4
30,30,1,0,0,4
179,179,1,0,0,4
100,100,1,0,0,4
7.68,7.68,1,0,0,4
50,50,1,0,0,4
35,35,1,0,0,4
70,70,1,0,0,4
288.91,288.91,1,0,0,4
22.84,22.84,1,0,0,4
25,25,1,0,0,4
75,75,1,0,0,4
220.22,0,0,1,0,3
35,0,0,1,0,3
15,0,0,1,0,3
1365,0,0,1,0,3
59.69,0,0,1,0,3
133.79,0,0,1,0,3
1298.19,0,0,1,0,3
85,0,0,1,0,3
1050,0,0,1,0,3
169,0,0,1,0,3
200,0,0,1,0,3
136.05,0,0,1,0,3
39.65,0,0,1,0,3
48.9,0,0,1,0,3
560,0,0,1,0,3
1413,0,0,1,0,3
20,0,0,1,0,3
37.9,0,0,1,0,3
36.75,0,0,1,0,3
99.99,0,0,1,0,3
74.88,0,0,1,0,3
9,0,0,1,0,3
150,0,0,1,0,3
350,0,0,1,0,3
269.95,0,0,1,0,3
619.94,0,0,1,0,3
250,0,0,1,0,3
149.79,0,0,1,0,3
219.56,0,0,1,0,3
1110,0,0,1,0,3
108,0,0,1,0,3
2800,0,0,1,0,3
30,0,0,1,0,3
200,0,0,1,0,3
18,0,0,1,0,3
147.13,0,0,1,0,3
250,0,0,1,0,3
1000,0,0,1,0,3
1000,0,0,1,0,3
36.55,0,0,1,0,3
300,0,0,1,0,3
77.98,0,0,1,0,3
75,0,0,1,0,3
250,0,0,1,0,3
250,59.99,0,0,1,2
1029.99,360.18,0,0,1,2
300,148,0,0,1,2
75,37.5,0,0,1,2
100,90,0,0,1,2
614,500,0,0,1,2
295,265.5,0,0,1,2
506.9,253.45,0,0,1,2
1691.87,1027.15,0,0,1,2
156.96,156.96,1,0,0,4
60,60,1,0,0,4
147.06,147.06,1,0,0,4
39.99,39.99,1,0,0,4
23.98,23.98,1,0,0,4
207.17,207.17,1,0,0,4
379.07,0,0,1,0,3
151.89,0,0,1,0,3
99.99,0,0,1,0,3
135,0,0,1,0,3
45.49,0,0,1,0,3
1043.75,0,0,1,0,3
500,0,0,1,0,3
140,0,0,1,0,3
35,0,0,1,0,3
11.95,0,0,1,0,3
5.5,0,0,1,0,3
1500,0,0,1,0,3
155,0,0,1,0,3
62,0,0,1,0,3
174,0,0,1,0,3
140,0,0,1,0,3
297.75,0,0,1,0,3
628.56,0,0,1,0,3
76,0,0,1,0,3
299,0,0,1,0,3
675,0,0,1,0,3
47.5,0,0,1,0,3
150,0,0,1,0,3
156,0,0,1,0,3
129.52,0,0,1,0,3
91.7,0,0,1,0,3
1000,0,0,1,0,3
60,0,0,1,0,3
1200,0,0,1,0,3
120,0,0,1,0,3
1506.97,0,0,1,0,3
10.69,0,0,1,0,3
347.92,0,0,1,0,3
3107.99,0,0,1,0,3
407.75,0,0,1,0,3
180,0,0,1,0,3
94.99,0,0,1,0,3
48,0,0,1,0,3
1815,0,0,1,0,3
650,0,0,1,0,3
600,0,0,1,0,3
188.62,0,0,1,0,3
719,210,0,0,1,2
149.96,29.89,0,0,1,2
10,10,1,0,0,4
100,100,1,0,0,4
315.65,315.65,1,0,0,4
25,25,1,0,0,4
70,0,0,1,0,3
149.5,0,0,1,0,3
258,0,0,1,0,3
150,0,0,1,0,3
8,0,0,1,0,3
1800,0,0,1,0,3
210.55,0,0,1,0,3
46.99,0,0,1,0,3
432,0,0,1,0,3
6950,0,0,1,0,3
350,0,0,1,0,3
20,0,0,1,0,3
49,0,0,1,0,3
293.36,0,0,1,0,3
574.41,0,0,1,0,3
326,0,0,1,0,3
250,0,0,1,0,3
200,0,0,1,0,3
360,360,1,0,0,4
630,630,1,0,0,4
99,99,1,0,0,4
3544.9,0,0,1,0,3
399,0,0,1,0,3
15,0,0,1,0,3
359,0,0,1,0,3
10.95,0,0,1,0,3
80,0,0,1,0,3
450,0,0,1,0,3
35.95,0,0,1,0,3
65.45,0,0,1,0,3
100,0,0,1,0,3
137.79,0,0,1,0,3
500,0,0,1,0,3
70,0,0,1,0,3
1650,0,0,1,0,3
145,0,0,1,0,3
50,0,0,1,0,3
120,0,0,1,0,3
162.36,0,0,1,0,3
3675,0,0,1,0,3
351,0,0,1,0,3
12,0,0,1,0,3
45.75,0,0,1,0,3
150,0,0,1,0,3
84.79,0,0,1,0,3
1346.17,0,0,1,0,3
1200,0,0,1,0,3
2000,724.98,0,0,1,2
577.34,231.67,0,0,1,2
450,392.76,0,0,1,2
55,27.5,0,0,1,2
200,100,0,0,1,2
300,300,1,0,0,4
3200,0,0,1,0,3
869.99,0,0,1,0,3
60,0,0,1,0,3
697.15,0,0,1,0,3
214.29,0,0,1,0,3
225,0,0,1,0,3
1720,0,0,1,0,3
49.99,0,0,1,0,3
61.67,0,0,1,0,3
500,0,0,1,0,3
122.11,0,0,1,0,3
189,0,0,1,0,3
84.53,0,0,1,0,3
2700.32,0,0,1,0,3
80,0,0,1,0,3
685,0,0,1,0,3
197.9,0,0,1,0,3
1294,0,0,1,0,3
96.24,0,0,1,0,3
20,0,0,1,0,3
4295,0,0,1,0,3
26.34,0,0,1,0,3
45,0,0,1,0,3
112,0,0,1,0,3
1600,0,0,1,0,3
214.27,0,0,1,0,3
500,0,0,1,0,3
90,45,0,0,1,2
2600,900,0,0,1,2
2246.71,301.37,0,0,1,2
250,245,0,0,1,2
225,225,1,0,0,4
350,350,1,0,0,4
649.49,649.49,1,0,0,4
250,250,1,0,0,4
11.4,11.4,1,0,0,4
80,80,1,0,0,4
45,45,1,0,0,4
147.57,147.57,1,0,0,4
119,119,1,0,0,4
65,0,0,1,0,3
748.99,0,0,1,0,3
200,0,0,1,0,3
450,0,0,1,0,3
1500,0,0,1,0,3
258.64,0,0,1,0,3
273.96,0,0,1,0,3
75,0,0,1,0,3
30,0,0,1,0,3
80,0,0,1,0,3
75.41,0,0,1,0,3
283.59,0,0,1,0,3
288.7,0,0,1,0,3
66,0,0,1,0,3
179.99,0,0,1,0,3
19.09,0,0,1,0,3
841.77,0,0,1,0,3
325,0,0,1,0,3
450,0,0,1,0,3
9.98,0,0,1,0,3
100,0,0,1,0,3
350,0,0,1,0,3
200,0,0,1,0,3
500,0,0,1,0,3
1799,0,0,1,0,3
200,0,0,1,0,3
816.16,0,0,1,0,3
239.43,0,0,1,0,3
219.98,0,0,1,0,3
1000,0,0,1,0,3
15.7,0,0,1,0,3
4.76,0,0,1,0,3
21.73,0,0,1,0,3
100,0,0,1,0,3
8.99,0,0,1,0,3
60,0,0,1,0,3
187.48,0,0,1,0,3
304,0,0,1,0,3
120,0,0,1,0,3
32.09,0,0,1,0,3
15,0,0,1,0,3
355,0,0,1,0,3
70,0,0,1,0,3
95.99,0,0,1,0,3
3281,0,0,1,0,3
50,0,0,1,0,3
164.34,0,0,1,0,3
191.49,0,0,1,0,3
280,0,0,1,0,3
10,0,0,1,0,3
180,0,0,1,0,3
20,0,0,1,0,3
299.99,0,0,1,0,3
9.57,0,0,1,0,3
89,0,0,1,0,3
400,0,0,1,0,3
460,0,0,1,0,3
2100,0,0,1,0,3
416.1,0,0,1,0,3
11.61,0,0,1,0,3
89.98,0,0,1,0,3
100,0,0,1,0,3
500,0,0,1,0,3
278,0,0,1,0,3
535,0,0,1,0,3
529.99,0,0,1,0,3
312,0,0,1,0,3
200,0,0,1,0,3
179.52,0,0,1,0,3
1923.72,0,0,1,0,3
160,0,0,1,0,3
69.71,0,0,1,0,3
35,0,0,1,0,3
75,50,0,0,1,2
62,31,0,0,1,2
3098.96,739.14,0,0,1,2
126,126,1,0,0,4
100,100,1,0,0,4
60.58,60.58,1,0,0,4
1200,0,0,1,0,3
192.6,0,0,1,0,3
8500,0,0,1,0,3
45000,0,0,1,0,1
2700,0,0,1,0,3
275,0,0,1,0,3
215,0,0,1,0,3
45,0,0,1,0,3
451.75,0,0,1,0,3
300,0,0,1,0,3
895,0,0,1,0,3
44.42,0,0,1,0,3
16.61,0,0,1,0,3
710,0,0,1,0,3
55.9,0,0,1,0,3
10,0,0,1,0,3
700,0,0,1,0,3
900.96,0,0,1,0,3
202.25,0,0,1,0,3
64.19,0,0,1,0,3
19.68,0,0,1,0,3
1297,0,0,1,0,3
30,0,0,1,0,3
240,120,0,0,1,2
700,240,0,0,1,2
237,150,0,0,1,2
70.99,35.5,0,0,1,2
220,110,0,0,1,2
4500,1979.79,0,0,1,1
195,134.22,0,0,1,2
229,50,0,0,1,2
75,75,1,0,0,4
36.64,36.64,1,0,0,4
150.45,150.45,1,0,0,4
200,200,1,0,0,4
17.86,17.86,1,0,0,4
7.99,7.99,1,0,0,4
200,0,0,1,0,3
325,0,0,1,0,3
232,0,0,1,0,3
157.71,0,0,1,0,3
35,0,0,1,0,3
300,0,0,1,0,3
15.89,0,0,1,0,3
21.95,0,0,1,0,3
100,0,0,1,0,3
27.82,0,0,1,0,3
331.68,0,0,1,0,3
198,0,0,1,0,3
158.95,0,0,1,0,3
300,0,0,1,0,3
500,0,0,1,0,3
153.72,0,0,1,0,3
59.38,0,0,1,0,3
177.99,0,0,1,0,3
145,0,0,1,0,3
195,0,0,1,0,3
79,0,0,1,0,3
500,0,0,1,0,3
342.98,0,0,1,0,3
300,0,0,1,0,3
50,0,0,1,0,3
100,0,0,1,0,3
4828,0,0,1,0,3
700,0,0,1,0,3
198,0,0,1,0,3
200,0,0,1,0,3
75,0,0,1,0,3
305.22,0,0,1,0,3
200,0,0,1,0,3
200,0,0,1,0,3
185,0,0,1,0,3
1750,0,0,1,0,3
250,0,0,1,0,3
165,0,0,1,0,3
750,0,0,1,0,3
188,0,0,1,0,3
748.8,0,0,1,0,3
350,0,0,1,0,3
19.21,0,0,1,0,3
299,0,0,1,0,3
20,0,0,1,0,3
156.44,0,0,1,0,3
150,0,0,1,0,3
5,0,0,1,0,3
20,0,0,1,0,3
3000,699,0,0,1,2
467,233.5,0,0,1,2
310,287.5,0,0,1,2
14.67,7.34,0,0,1,2
80,40,0,0,1,2
642.3,168.7,0,0,1,2
740,703,0,0,1,2
101.99,50,0,0,1,2
125,50,0,0,1,2
123.42,33.5,0,0,1,2
135,135,1,0,0,4
30,30,1,0,0,4
182.94,182.94,1,0,0,4
500,500,1,0,0,4
1270,1270,1,0,0,4
287.7,287.7,1,0,0,4
650,0,0,1,0,3
79,0,0,1,0,3
2029.66,0,0,1,0,3
200,0,0,1,0,3
500,0,0,1,0,3
618,0,0,1,0,3
169.84,0,0,1,0,3
89.99,0,0,1,0,3
600,0,0,1,0,3
62.64,0,0,1,0,3
20,0,0,1,0,3
250,0,0,1,0,3
500,0,0,1,0,3
655,0,0,1,0,3
900,0,0,1,0,3
878.28,0,0,1,0,3
14.15,0,0,1,0,3
1300,0,0,1,0,3
305.48,0,0,1,0,3
150,0,0,1,0,3
10,0,0,1,0,3
1700,0,0,1,0,3
100,0,0,1,0,3
213.43,0,0,1,0,3
1600,0,0,1,0,3
694.99,0,0,1,0,3
74.99,0,0,1,0,3
1142,0,0,1,0,3
123.63,0,0,1,0,3
265.61,0,0,1,0,3
262.49,0,0,1,0,3
800,561.44,0,0,1,2
235,50,0,0,1,2
265,246.45,0,0,1,2
390,299.9,0,0,1,2
35,35,1,0,0,4
7,7,1,0,0,4
50,50,1,0,0,4
379.31,379.31,1,0,0,4
25.63,25.63,1,0,0,4
504.36,504.36,1,0,0,4
80.96,80.96,1,0,0,4
85,85,1,0,0,4
10.95,10.95,1,0,0,4
595,595,1,0,0,4
140,140,1,0,0,4
25.86,25.86,1,0,0,4
30,30,1,0,0,4
10,10,1,0,0,4
121.5,121.5,1,0,0,4
300,0,0,1,0,3
851.98,0,0,1,0,3
1800,0,0,1,0,3
150,0,0,1,0,3
139.4,0,0,1,0,3
4000,0,0,1,0,3
120,0,0,1,0,3
12.72,0,0,1,0,3
16.31,0,0,1,0,3
302.4,0,0,1,0,3
518,0,0,1,0,3
85,0,0,1,0,3
600,0,0,1,0,3
999.99,0,0,1,0,3
300,0,0,1,0,3
15,0,0,1,0,3
532.63,0,0,1,0,3
125,0,0,1,0,3
255,0,0,1,0,3
750,0,0,1,0,3
10.8,0,0,1,0,3
20,0,0,1,0,3
15,0,0,1,0,3
400,0,0,1,0,3
202,0,0,1,0,3
140,0,0,1,0,3
600,0,0,1,0,3
305,0,0,1,0,3
1000,0,0,1,0,3
254.97,0,0,1,0,3
83.8,0,0,1,0,3
156.95,0,0,1,0,3
194.85,0,0,1,0,3
49,42,0,0,1,2
130,42,0,0,1,2
76.87,38.44,0,0,1,2
320,208,0,0,1,2
280.51,168.31,0,0,1,2
200,50,0,0,1,2
300,150,0,0,1,2
901.3,0,0,1,0,3
747.93,0,0,1,0,3
1244.44,0,0,1,0,3
475,0,0,1,0,3
2300,0,0,1,0,3
275.82,0,0,1,0,3
500,0,0,1,0,3
2540,0,0,1,0,3
180,0,0,1,0,3
981.2,0,0,1,0,3
42.4,0,0,1,0,3
250,0,0,1,0,3
350.09,0,0,1,0,3
63.79,0,0,1,0,3
270,0,0,1,0,3
55,0,0,1,0,3
1707,0,0,1,0,3
68.61,50.88,0,0,1,2
26,13,0,0,1,2
1240,1240,1,0,0,4
100,100,1,0,0,4
15,15,1,0,0,4
34.61,34.61,1,0,0,4
100,100,1,0,0,4
165.54,165.54,1,0,0,4
50,50,1,0,0,4
192.74,192.74,1,0,0,4
1240,1240,1,0,0,4
24.2,24.2,1,0,0,4
32.4,32.4,1,0,0,4
23.99,23.99,1,0,0,4
129.89,129.89,1,0,0,4
74,0,0,1,0,3
75,0,0,1,0,3
180,0,0,1,0,3
30,0,0,1,0,3
150,0,0,1,0,3
49.18,0,0,1,0,3
21.64,0,0,1,0,3
125,0,0,1,0,3
135,0,0,1,0,3
60,0,0,1,0,3
62,0,0,1,0,3
190.35,0,0,1,0,3
149.29,0,0,1,0,3
7.45,0,0,1,0,3
262.14,0,0,1,0,3
90.01,0,0,1,0,3
28,0,0,1,0,3
140,0,0,1,0,3
2557.31,0,0,1,0,3
3500,0,0,1,0,3
428.8,0,0,1,0,3
7750,0,0,1,0,3
180,0,0,1,0,3
65,0,0,1,0,3
185,0,0,1,0,3
53.8,0,0,1,0,3
211.09,0,0,1,0,3
1450,0,0,1,0,3
400,0,0,1,0,3
162.19,0,0,1,0,3
15,0,0,1,0,3
12.6,0,0,1,0,3
29.95,0,0,1,0,3
1200,0,0,1,0,3
613.5,0,0,1,0,3
700,0,0,1,0,3
210,0,0,1,0,3
712,0,0,1,0,3
140,50,0,0,1,2
156.95,78.48,0,0,1,2
348,348,1,0,0,4
35,35,1,0,0,4
34300,0,0,1,0,1
50,0,0,1,0,3
320.5,0,0,1,0,3
165,0,0,1,0,3
194.95,0,0,1,0,3
40,0,0,1,0,3
30.07,0,0,1,0,3
10,0,0,1,0,3
725.48,0,0,1,0,3
358.25,0,0,1,0,3
300,0,0,1,0,3
460,0,0,1,0,3
341.36,0,0,1,0,3
100,0,0,1,0,3
150,0,0,1,0,3
258.93,0,0,1,0,3
1866.93,0,0,1,0,3
790.93,0,0,1,0,3
498.2,0,0,1,0,3
10,0,0,1,0,3
102.35,0,0,1,0,3
279.99,234,0,0,1,2
49.99,25,0,0,1,2
13.72,13.72,1,0,0,4
130,130,1,0,0,4
1629.95,1629.95,1,0,0,4
699.99,699.99,1,0,0,4
10,10,1,0,0,4
48.12,48.12,1,0,0,4
317.99,317.99,1,0,0,4
10,10,1,0,0,4
150,150,1,0,0,4
505,505,1,0,0,4
170.25,170.25,1,0,0,4
148.29,148.29,1,0,0,4
137,137,1,0,0,4
50,50,1,0,0,4
35.99,35.99,1,0,0,4
31.82,31.82,1,0,0,4
157.11,0,0,1,0,3
599,0,0,1,0,3
338.93,0,0,1,0,3
136.45,0,0,1,0,3
90,0,0,1,0,3
10,0,0,1,0,3
279,0,0,1,0,3
6739,0,0,1,0,3
45.15,0,0,1,0,3
21000,0,0,1,0,1
495,0,0,1,0,3
775,0,0,1,0,3
257.93,0,0,1,0,3
430,0,0,1,0,3
1500,0,0,1,0,3
79.99,0,0,1,0,3
448,0,0,1,0,3
195.59,0,0,1,0,3
131.25,0,0,1,0,3
104.25,0,0,1,0,3
550,0,0,1,0,3
693.36,0,0,1,0,3
9.75,0,0,1,0,3
50,0,0,1,0,3
20,0,0,1,0,3
200,0,0,1,0,3
