"Claim.Amount","Close.Amount","Disposition_Approve.in.Full","Disposition_Deny","Disposition_Settle","kmeansCluster"
580,0,0,1,0,3
297,250,0,0,1,2
1092.82,1092.82,1,0,0,4
7.99,7.99,1,0,0,4
2000,0,0,1,0,3
287.35,0,0,1,0,3
450.09,0,0,1,0,3
150,0,0,1,0,3
249.14,0,0,1,0,3
849.99,0,0,1,0,3
80.85,0,0,1,0,3
149,0,0,1,0,3
788.99,0,0,1,0,3
750,0,0,1,0,3
200,0,0,1,0,3
35.95,0,0,1,0,3
40,0,0,1,0,3
100.05,0,0,1,0,3
99.98,0,0,1,0,3
84.83,0,0,1,0,3
21.6,0,0,1,0,3
112.92,0,0,1,0,3
368.88,0,0,1,0,3
14,0,0,1,0,3
22.97,0,0,1,0,3
125,0,0,1,0,3
1650,0,0,1,0,3
627.8,0,0,1,0,3
26,0,0,1,0,3
2683.35,0,0,1,0,3
265.19,0,0,1,0,3
3800,0,0,1,0,3
121.3,0,0,1,0,3
6459.72,0,0,1,0,3
1000,0,0,1,0,3
955,0,0,1,0,3
105,0,0,1,0,3
83.95,0,0,1,0,3
263.78,0,0,1,0,3
250,0,0,1,0,3
897.97,314.09,0,0,1,2
1415.42,1311.7,0,0,1,2
331.78,149.3,0,0,1,2
1399.65,468.49,0,0,1,2
84.79,84.79,1,0,0,4
100,100,1,0,0,4
1558.04,0,0,1,0,3
710.11,0,0,1,0,3
220,0,0,1,0,3
20,0,0,1,0,3
24.94,0,0,1,0,3
347,0,0,1,0,3
9580,0,0,1,0,3
328,0,0,1,0,3
15.6,0,0,1,0,3
136.93,0,0,1,0,3
156.99,0,0,1,0,3
275,0,0,1,0,3
9804,0,0,1,0,3
106.13,0,0,1,0,3
11385,0,0,1,0,3
108.2,0,0,1,0,3
755,519.5,0,0,1,2
85,42.5,0,0,1,2
150,150,1,0,0,4
7,7,1,0,0,4
175,175,1,0,0,4
10.72,10.72,1,0,0,4
15,15,1,0,0,4
40,40,1,0,0,4
139.41,139.41,1,0,0,4
8008.95,0,0,1,0,3
1000,0,0,1,0,3
25,0,0,1,0,3
510,0,0,1,0,3
6500,0,0,1,0,3
249.99,0,0,1,0,3
550,0,0,1,0,3
29.68,0,0,1,0,3
68.89,0,0,1,0,3
150,0,0,1,0,3
63,0,0,1,0,3
1017.44,0,0,1,0,3
1702.27,0,0,1,0,3
375,0,0,1,0,3
129.95,0,0,1,0,3
152.64,0,0,1,0,3
435,0,0,1,0,3
407.95,0,0,1,0,3
73,0,0,1,0,3
383,0,0,1,0,3
750.74,0,0,1,0,3
110,0,0,1,0,3
1324,0,0,1,0,3
79.99,0,0,1,0,3
1770.5,0,0,1,0,3
57.11,0,0,1,0,3
86.59,0,0,1,0,3
50,0,0,1,0,3
3228.99,0,0,1,0,3
491.3,0,0,1,0,3
180,162,0,0,1,2
52.55,26.28,0,0,1,2
80,40,0,0,1,2
200,50,0,0,1,2
200,200,1,0,0,4
600,0,0,1,0,3
104,0,0,1,0,3
94.88,0,0,1,0,3
49,0,0,1,0,3
313.92,0,0,1,0,3
219.99,0,0,1,0,3
350,0,0,1,0,3
7500,0,0,1,0,3
4315,1954.99,0,0,1,1
70,0,0,1,0,3
128,128,1,0,0,4
229.43,229.43,1,0,0,4
25,25,1,0,0,4
346.13,346.13,1,0,0,4
60,0,0,1,0,3
64.34,0,0,1,0,3
115.75,0,0,1,0,3
140.63,0,0,1,0,3
110,0,0,1,0,3
240,0,0,1,0,3
760.17,0,0,1,0,3
2965.99,0,0,1,0,3
650,0,0,1,0,3
262.96,0,0,1,0,3
60,0,0,1,0,3
1001.99,0,0,1,0,3
2463,0,0,1,0,3
570,0,0,1,0,3
75,0,0,1,0,3
1261.88,0,0,1,0,3
67,0,0,1,0,3
1009,0,0,1,0,3
125,0,0,1,0,3
262.15,0,0,1,0,3
299,0,0,1,0,3
249.99,0,0,1,0,3
3269.99,0,0,1,0,3
1403.6,0,0,1,0,3
546.1,0,0,1,0,3
29,0,0,1,0,3
1389.14,0,0,1,0,3
1800,0,0,1,0,3
155,0,0,1,0,3
105.99,0,0,1,0,3
242.25,0,0,1,0,3
1444,0,0,1,0,3
850,0,0,1,0,3
179.59,0,0,1,0,3
683.82,0,0,1,0,3
149.9,0,0,1,0,3
269.36,0,0,1,0,3
1505.8,0,0,1,0,3
400,0,0,1,0,3
1036.33,0,0,1,0,3
145,0,0,1,0,3
200,0,0,1,0,3
2000,0,0,1,0,3
498,0,0,1,0,3
1483.32,654.64,0,0,1,2
125.57,116.92,0,0,1,2
170,85,0,0,1,2
1102.49,755,0,0,1,2
902.03,698.21,0,0,1,2
14.44,7.22,0,0,1,2
500,500,1,0,0,4
194.94,194.94,1,0,0,4
100,100,1,0,0,4
36,36,1,0,0,4
120,120,1,0,0,4
250,250,1,0,0,4
149.99,149.99,1,0,0,4
1795.39,0,0,1,0,3
65,0,0,1,0,3
510,0,0,1,0,3
228,0,0,1,0,3
369.65,0,0,1,0,3
324.95,0,0,1,0,3
200,0,0,1,0,3
1970,0,0,1,0,3
1615.17,0,0,1,0,3
250,0,0,1,0,3
40,0,0,1,0,3
200,0,0,1,0,3
900,0,0,1,0,3
14.94,0,0,1,0,3
45,0,0,1,0,3
12,0,0,1,0,3
216.74,0,0,1,0,3
540.33,0,0,1,0,3
1199.99,0,0,1,0,3
42.88,0,0,1,0,3
196.98,0,0,1,0,3
3288.25,0,0,1,0,3
112,0,0,1,0,3
1053.65,0,0,1,0,3
6.5,0,0,1,0,3
138.9,0,0,1,0,3
85,0,0,1,0,3
2200,745.19,0,0,1,2
3000,1874.46,0,0,1,1
10.5,10.5,1,0,0,4
721.11,721.11,1,0,0,4
69.03,69.03,1,0,0,4
150,150,1,0,0,4
75,75,1,0,0,4
166.98,166.98,1,0,0,4
780,780,1,0,0,4
60,60,1,0,0,4
40,40,1,0,0,4
32.9,32.9,1,0,0,4
510,0,0,1,0,3
120,0,0,1,0,3
120,0,0,1,0,3
22,0,0,1,0,3
140.24,0,0,1,0,3
170,0,0,1,0,3
95,0,0,1,0,3
1939.5,0,0,1,0,3
107.64,0,0,1,0,3
35,0,0,1,0,3
149.99,0,0,1,0,3
149.99,0,0,1,0,3
32.43,0,0,1,0,3
200,0,0,1,0,3
100,0,0,1,0,3
59.99,0,0,1,0,3
50,0,0,1,0,3
78.69,0,0,1,0,3
21.65,0,0,1,0,3
89,0,0,1,0,3
190,0,0,1,0,3
1753.99,0,0,1,0,3
250,0,0,1,0,3
50,0,0,1,0,3
200,0,0,1,0,3
65,0,0,1,0,3
12,0,0,1,0,3
81.66,0,0,1,0,3
350,75,0,0,1,2
21,21,1,0,0,4
19.95,19.95,1,0,0,4
1165.19,0,0,1,0,3
8.38,0,0,1,0,3
200,0,0,1,0,3
1585,0,0,1,0,3
1237.99,0,0,1,0,3
1700,0,0,1,0,3
1499,0,0,1,0,3
128.96,0,0,1,0,3
206.99,0,0,1,0,3
489,0,0,1,0,3
570,0,0,1,0,3
350,0,0,1,0,3
617.1,0,0,1,0,3
263,0,0,1,0,3
50,0,0,1,0,3
130,0,0,1,0,3
1210,0,0,1,0,3
32.09,32.09,1,0,0,4
40,40,1,0,0,4
160.3,160.3,1,0,0,4
312.26,312.26,1,0,0,4
86.19,86.19,1,0,0,4
123.24,123.24,1,0,0,4
512.56,512.56,1,0,0,4
40.98,0,0,1,0,3
102.96,0,0,1,0,3
144.1,0,0,1,0,3
631.29,0,0,1,0,3
75,0,0,1,0,3
299.99,0,0,1,0,3
390,0,0,1,0,3
264.93,0,0,1,0,3
500,0,0,1,0,3
89.95,0,0,1,0,3
414.6,0,0,1,0,3
169,0,0,1,0,3
779.34,0,0,1,0,3
500,0,0,1,0,3
329.99,0,0,1,0,3
445.45,0,0,1,0,3
10.59,0,0,1,0,3
18,0,0,1,0,3
3000,0,0,1,0,3
1597.5,0,0,1,0,3
369.12,0,0,1,0,3
775,0,0,1,0,3
19.73,0,0,1,0,3
1800,0,0,1,0,3
250,0,0,1,0,3
950,0,0,1,0,3
2500,0,0,1,0,3
35,0,0,1,0,3
289.94,0,0,1,0,3
330.63,0,0,1,0,3
851.01,0,0,1,0,3
700,0,0,1,0,3
250,0,0,1,0,3
29.99,0,0,1,0,3
50,0,0,1,0,3
1297.87,0,0,1,0,3
185.47,0,0,1,0,3
700,0,0,1,0,3
224,0,0,1,0,3
9000,0,0,1,0,3
140.52,0,0,1,0,3
196.34,0,0,1,0,3
100,0,0,1,0,3
300,0,0,1,0,3
140,0,0,1,0,3
708.12,0,0,1,0,3
3559.56,0,0,1,0,3
6,0,0,1,0,3
201.4,0,0,1,0,3
130,0,0,1,0,3
42,0,0,1,0,3
309,0,0,1,0,3
844.09,0,0,1,0,3
50,0,0,1,0,3
86.99,0,0,1,0,3
50.17,0,0,1,0,3
22.5,0,0,1,0,3
2540,0,0,1,0,3
2670,0,0,1,0,3
62,0,0,1,0,3
380,342,0,0,1,2
9500,190,0,0,1,2
227.53,202,0,0,1,2
1500,885.84,0,0,1,2
166.22,88.11,0,0,1,2
742.12,635.31,0,0,1,2
358,69,0,0,1,2
130,130,1,0,0,4
427.09,427.09,1,0,0,4
400,0,0,1,0,3
179.99,81.18,0,0,1,2
95,95,1,0,0,4
17.31,17.31,1,0,0,4
85,85,1,0,0,4
128.52,128.52,1,0,0,4
197.08,197.08,1,0,0,4
70.95,70.95,1,0,0,4
65.22,65.22,1,0,0,4
88.12,88.12,1,0,0,4
80,80,1,0,0,4
174.77,0,0,1,0,3
5,0,0,1,0,3
422.97,0,0,1,0,3
699.99,0,0,1,0,3
1522.96,0,0,1,0,3
1.94,0,0,1,0,3
150,0,0,1,0,3
30,0,0,1,0,3
1000,0,0,1,0,3
82.09,0,0,1,0,3
218,0,0,1,0,3
170,0,0,1,0,3
4000,0,0,1,0,3
14,0,0,1,0,3
100,0,0,1,0,3
203.89,0,0,1,0,3
286.18,0,0,1,0,3
416.36,0,0,1,0,3
1300,1045.3,0,0,1,2
367.52,367.52,1,0,0,4
367.52,367.52,1,0,0,4
13.93,13.93,1,0,0,4
43.3,43.3,1,0,0,4
80,80,1,0,0,4
50,50,1,0,0,4
430.55,430.55,1,0,0,4
60,60,1,0,0,4
258.99,258.99,1,0,0,4
1218,1218,1,0,0,4
19,0,0,1,0,3
100,0,0,1,0,3
10165,0,0,1,0,3
390,0,0,1,0,3
1228.64,0,0,1,0,3
108.24,0,0,1,0,3
3990,0,0,1,0,3
575.25,0,0,1,0,3
70,0,0,1,0,3
200,0,0,1,0,3
265,0,0,1,0,3
37,0,0,1,0,3
63.39,0,0,1,0,3
59.33,0,0,1,0,3
1600,0,0,1,0,3
775.29,0,0,1,0,3
8.27,0,0,1,0,3
140,0,0,1,0,3
470,0,0,1,0,3
20.99,0,0,1,0,3
266.3,0,0,1,0,3
60,0,0,1,0,3
28.97,0,0,1,0,3
154,0,0,1,0,3
79.74,0,0,1,0,3
320.23,105.68,0,0,1,2
550,450,0,0,1,2
1725,938.79,0,0,1,2
73.27,51.29,0,0,1,2
50,50,1,0,0,4
221.91,221.91,1,0,0,4
759,759,1,0,0,4
149,149,1,0,0,4
394.95,394.95,1,0,0,4
70,70,1,0,0,4
7,0,0,1,0,3
140,0,0,1,0,3
2390.38,0,0,1,0,3
1850,0,0,1,0,3
247,0,0,1,0,3
227.55,0,0,1,0,3
800,0,0,1,0,3
750,0,0,1,0,3
263,0,0,1,0,3
2648,0,0,1,0,3
26.49,0,0,1,0,3
322.92,0,0,1,0,3
1551.25,0,0,1,0,3
228,0,0,1,0,3
445,0,0,1,0,3
248.95,0,0,1,0,3
1100,0,0,1,0,3
16.19,0,0,1,0,3
815,0,0,1,0,3
127.2,0,0,1,0,3
310,0,0,1,0,3
630,0,0,1,0,3
75,0,0,1,0,3
1947,0,0,1,0,3
185,0,0,1,0,3
44.11,0,0,1,0,3
68,0,0,1,0,3
14.88,0,0,1,0,3
500,0,0,1,0,3
41.95,0,0,1,0,3
52.4,0,0,1,0,3
300,0,0,1,0,3
747.31,0,0,1,0,3
281.66,0,0,1,0,3
550,500,0,0,1,2
1635,940,0,0,1,2
2000,480,0,0,1,2
500,450,0,0,1,2
64.93,32.5,0,0,1,2
22,22,1,0,0,4
203.64,203.64,1,0,0,4
100,100,1,0,0,4
40,40,1,0,0,4
32.78,32.78,1,0,0,4
12.5,12.5,1,0,0,4
400,0,0,1,0,3
53.9,0,0,1,0,3
62.95,0,0,1,0,3
75.97,0,0,1,0,3
15000,0,0,1,0,3
10.55,0,0,1,0,3
229,0,0,1,0,3
487,0,0,1,0,3
399.97,0,0,1,0,3
34.88,0,0,1,0,3
350,0,0,1,0,3
59.99,0,0,1,0,3
230,0,0,1,0,3
771.56,0,0,1,0,3
48.88,0,0,1,0,3
600,0,0,1,0,3
229.99,0,0,1,0,3
43.1,0,0,1,0,3
14.99,0,0,1,0,3
681.43,227.29,0,0,1,2
1498.59,374.65,0,0,1,2
150,50,0,0,1,2
2300,964.1,0,0,1,2
99.95,99.95,1,0,0,4
155.5,155.5,1,0,0,4
555,555,1,0,0,4
50,50,1,0,0,4
89.95,89.95,1,0,0,4
19.99,19.99,1,0,0,4
349.98,0,0,1,0,3
837.95,0,0,1,0,3
214,0,0,1,0,3
225,0,0,1,0,3
2135.66,0,0,1,0,3
10,0,0,1,0,3
20,0,0,1,0,3
45,0,0,1,0,3
3170.9,0,0,1,0,3
109.99,0,0,1,0,3
818.23,0,0,1,0,3
39.69,0,0,1,0,3
149.99,0,0,1,0,3
150,0,0,1,0,3
604.95,0,0,1,0,3
47.7,0,0,1,0,3
1225.47,0,0,1,0,3
30,0,0,1,0,3
720,0,0,1,0,3
69.22,0,0,1,0,3
49.99,0,0,1,0,3
449.69,0,0,1,0,3
1100,0,0,1,0,3
83.43,41.72,0,0,1,2
59.95,0,0,1,0,3
160.99,0,0,1,0,3
1200.89,0,0,1,0,3
6.47,0,0,1,0,3
19.98,19.98,1,0,0,4
1500,0,0,1,0,3
8000,0,0,1,0,3
1390,0,0,1,0,3
204.6,0,0,1,0,3
118,0,0,1,0,3
181.72,0,0,1,0,3
22.74,0,0,1,0,3
50,0,0,1,0,3
481.89,0,0,1,0,3
20,0,0,1,0,3
1040,0,0,1,0,3
514.65,0,0,1,0,3
451.95,0,0,1,0,3
10.2,0,0,1,0,3
1950,0,0,1,0,3
467,0,0,1,0,3
590,0,0,1,0,3
80,0,0,1,0,3
80,0,0,1,0,3
3000,0,0,1,0,3
427.6,349,0,0,1,2
150,75,0,0,1,2
1106.85,1056.33,0,0,1,2
25,25,1,0,0,4
172.35,172.35,1,0,0,4
174.99,174.99,1,0,0,4
83.96,83.96,1,0,0,4
99.99,0,0,1,0,3
21.74,0,0,1,0,3
67.79,0,0,1,0,3
63.89,0,0,1,0,3
631.29,0,0,1,0,3
250,0,0,1,0,3
580.16,0,0,1,0,3
479,0,0,1,0,3
9.98,0,0,1,0,3
106.47,0,0,1,0,3
30,0,0,1,0,3
36.95,0,0,1,0,3
455.84,0,0,1,0,3
450,0,0,1,0,3
82,0,0,1,0,3
150,0,0,1,0,3
263.35,257.38,0,0,1,2
71.81,71.81,1,0,0,4
1017.08,1017.08,1,0,0,4
18.2,18.2,1,0,0,4
75,75,1,0,0,4
313.14,0,0,1,0,3
750,0,0,1,0,3
132.93,0,0,1,0,3
267,0,0,1,0,3
600,0,0,1,0,3
188.09,0,0,1,0,3
15,0,0,1,0,3
1534,0,0,1,0,3
682.6,0,0,1,0,3
4700,0,0,1,0,3
349.99,0,0,1,0,3
200,0,0,1,0,3
250,0,0,1,0,3
199,0,0,1,0,3
10.99,0,0,1,0,3
8,0,0,1,0,3
255.28,0,0,1,0,3
50,0,0,1,0,3
165.99,0,0,1,0,3
83.99,0,0,1,0,3
749,0,0,1,0,3
107.94,0,0,1,0,3
46.58,0,0,1,0,3
600,0,0,1,0,3
24548.3,0,0,1,0,1
214.24,0,0,1,0,3
1018.43,0,0,1,0,3
276.68,119.5,0,0,1,2
394.24,373.96,0,0,1,2
50,50,1,0,0,4
169.99,169.99,1,0,0,4
56.18,56.18,1,0,0,4
678.81,678.81,1,0,0,4
400,400,1,0,0,4
15.79,15.79,1,0,0,4
109,109,1,0,0,4
200,200,1,0,0,4
359.9,0,0,1,0,3
670,0,0,1,0,3
749,0,0,1,0,3
79.6,0,0,1,0,3
125,0,0,1,0,3
200,0,0,1,0,3
35,0,0,1,0,3
65.09,0,0,1,0,3
137.7,0,0,1,0,3
5000,0,0,1,0,3
390,0,0,1,0,3
24,0,0,1,0,3
10,0,0,1,0,3
200,0,0,1,0,3
2000,0,0,1,0,3
435,0,0,1,0,3
1630.58,0,0,1,0,3
43.7,0,0,1,0,3
1075,0,0,1,0,3
304.95,0,0,1,0,3
84.41,0,0,1,0,3
95,0,0,1,0,3
1406,0,0,1,0,3
890,0,0,1,0,3
3018.76,0,0,1,0,3
1010,0,0,1,0,3
850,0,0,1,0,3
12.69,0,0,1,0,3
886,0,0,1,0,3
21,0,0,1,0,3
20.14,0,0,1,0,3
200,0,0,1,0,3
10,0,0,1,0,3
304,0,0,1,0,3
5521.6,0,0,1,0,3
61.39,37.2,0,0,1,2
469,234.5,0,0,1,2
100,50,0,0,1,2
300,0,0,1,0,3
955,0,0,1,0,3
180,0,0,1,0,3
500,0,0,1,0,3
275,255,0,0,1,2
27.11,27.11,1,0,0,4
7.29,0,0,1,0,3
239,118,0,0,1,2
99.99,50,0,0,1,2
25,25,1,0,0,4
71.99,71.99,1,0,0,4
16.3,16.3,1,0,0,4
94.98,94.98,1,0,0,4
285,0,0,1,0,3
175,0,0,1,0,3
810.11,0,0,1,0,3
400,0,0,1,0,3
490,0,0,1,0,3
835.95,0,0,1,0,3
286.69,0,0,1,0,3
1500,0,0,1,0,3
699,0,0,1,0,3
1463.97,0,0,1,0,3
58.2,0,0,1,0,3
1400,0,0,1,0,3
2350,0,0,1,0,3
65,0,0,1,0,3
495.26,0,0,1,0,3
500,0,0,1,0,3
649,0,0,1,0,3
123.88,0,0,1,0,3
92.44,0,0,1,0,3
863.93,0,0,1,0,3
300,0,0,1,0,3
575,0,0,1,0,3
1527.83,0,0,1,0,3
25,0,0,1,0,3
105.47,0,0,1,0,3
1021.47,0,0,1,0,3
20000,0,0,1,0,1
21.19,0,0,1,0,3
590,0,0,1,0,3
166,0,0,1,0,3
1614.72,755,0,0,1,2
86.98,43.49,0,0,1,2
300,126.56,0,0,1,2
422.5,422.5,1,0,0,4
100,100,1,0,0,4
110,110,1,0,0,4
29.99,29.99,1,0,0,4
680,0,0,1,0,3
143.95,0,0,1,0,3
289.63,0,0,1,0,3
714.98,0,0,1,0,3
472,0,0,1,0,3
767.17,0,0,1,0,3
200,0,0,1,0,3
3505,0,0,1,0,3
1300,0,0,1,0,3
79.95,0,0,1,0,3
149.99,149.99,1,0,0,4
149.95,149.95,1,0,0,4
40,40,1,0,0,4
51.94,51.94,1,0,0,4
400,400,1,0,0,4
74.69,74.69,1,0,0,4
138.65,138.65,1,0,0,4
59,59,1,0,0,4
94.1,94.1,1,0,0,4
743,743,1,0,0,4
300,0,0,1,0,3
124.95,0,0,1,0,3
390.55,0,0,1,0,3
350,0,0,1,0,3
200,0,0,1,0,3
20,0,0,1,0,3
8.95,0,0,1,0,3
144.85,0,0,1,0,3
20,0,0,1,0,3
500,0,0,1,0,3
160,0,0,1,0,3
1290,0,0,1,0,3
345,0,0,1,0,3
92.98,0,0,1,0,3
100,0,0,1,0,3
136.6,0,0,1,0,3
115.75,0,0,1,0,3
549.98,0,0,1,0,3
200.47,0,0,1,0,3
600,0,0,1,0,3
161.28,0,0,1,0,3
641.99,0,0,1,0,3
296.86,0,0,1,0,3
248.99,0,0,1,0,3
18.55,0,0,1,0,3
346,0,0,1,0,3
64.74,0,0,1,0,3
2510,0,0,1,0,3
101.4,0,0,1,0,3
2121.02,0,0,1,0,3
170,0,0,1,0,3
10,0,0,1,0,3
1400,0,0,1,0,3
210,143.4,0,0,1,2
995,895.5,0,0,1,2
236,110,0,0,1,2
34.88,34.88,1,0,0,4
39.99,39.99,1,0,0,4
313,313,1,0,0,4
98.85,98.85,1,0,0,4
100,0,0,1,0,3
534.25,0,0,1,0,3
2000,0,0,1,0,3
40.98,0,0,1,0,3
358.85,0,0,1,0,3
16,0,0,1,0,3
79.99,0,0,1,0,3
2200,0,0,1,0,3
334.95,0,0,1,0,3
249,0,0,1,0,3
200,0,0,1,0,3
95,0,0,1,0,3
235.81,0,0,1,0,3
179.99,0,0,1,0,3
178.99,0,0,1,0,3
10.91,0,0,1,0,3
1000,0,0,1,0,3
2208,0,0,1,0,3
1995,0,0,1,0,3
166.88,0,0,1,0,3
60,0,0,1,0,3
140,0,0,1,0,3
60,0,0,1,0,3
79.99,0,0,1,0,3
8.49,0,0,1,0,3
7.88,0,0,1,0,3
75,0,0,1,0,3
100,0,0,1,0,3
65,0,0,1,0,3
4.25,0,0,1,0,3
139.63,0,0,1,0,3
290.11,0,0,1,0,3
349,0,0,1,0,3
19.9,0,0,1,0,3
120,0,0,1,0,3
26.05,0,0,1,0,3
147,0,0,1,0,3
100,0,0,1,0,3
120,0,0,1,0,3
950,899.93,0,0,1,2
927.29,816.58,0,0,1,2
97.85,62.41,0,0,1,2
100,89,0,0,1,2
257.96,206.37,0,0,1,2
26.7,13.35,0,0,1,2
78,39,0,0,1,2
216.23,183.79,0,0,1,2
5.29,5.29,1,0,0,4
10,10,1,0,0,4
50,50,1,0,0,4
17,17,1,0,0,4
639.17,639.17,1,0,0,4
144.19,144.19,1,0,0,4
600,600,1,0,0,4
75,75,1,0,0,4
5000,0,0,1,0,3
59.99,0,0,1,0,3
125,0,0,1,0,3
3100,0,0,1,0,3
735.91,0,0,1,0,3
250,0,0,1,0,3
59.92,0,0,1,0,3
175,0,0,1,0,3
448,0,0,1,0,3
103.89,0,0,1,0,3
1875.58,0,0,1,0,3
117,0,0,1,0,3
5000,0,0,1,0,3
584,0,0,1,0,3
50,0,0,1,0,3
715,0,0,1,0,3
536,0,0,1,0,3
1280.19,0,0,1,0,3
144.5,0,0,1,0,3
508.63,0,0,1,0,3
452,0,0,1,0,3
1076,0,0,1,0,3
559.69,0,0,1,0,3
900,0,0,1,0,3
223.73,0,0,1,0,3
1900,0,0,1,0,3
2795,0,0,1,0,3
34,0,0,1,0,3
385,0,0,1,0,3
30,15,0,0,1,2
1558.15,375.36,0,0,1,2
200,10.75,0,0,1,2
439.76,315.3,0,0,1,2
58,29,0,0,1,2
200,197.7,0,0,1,2
148.39,148.39,1,0,0,4
2900,0,0,1,0,3
49,49,1,0,0,4
999,0,0,1,0,3
889.27,0,0,1,0,3
37.57,37.57,1,0,0,4
48,48,1,0,0,4
44.49,44.49,1,0,0,4
120,120,1,0,0,4
2616.17,2616.17,1,0,0,1
105,105,1,0,0,4
315,315,1,0,0,4
10.95,10.95,1,0,0,4
14,14,1,0,0,4
93,93,1,0,0,4
345,0,0,1,0,3
196,0,0,1,0,3
1000,0,0,1,0,3
900,0,0,1,0,3
457.55,0,0,1,0,3
400,0,0,1,0,3
20,0,0,1,0,3
130,0,0,1,0,3
75,0,0,1,0,3
8.52,0,0,1,0,3
150,0,0,1,0,3
100,0,0,1,0,3
15,0,0,1,0,3
390.76,0,0,1,0,3
21.07,0,0,1,0,3
35,0,0,1,0,3
120,0,0,1,0,3
20,0,0,1,0,3
1908,0,0,1,0,3
20,0,0,1,0,3
900,0,0,1,0,3
300,0,0,1,0,3
9.98,0,0,1,0,3
127.25,0,0,1,0,3
219,0,0,1,0,3
172.95,0,0,1,0,3
61.95,0,0,1,0,3
1346,0,0,1,0,3
84.6,0,0,1,0,3
55,0,0,1,0,3
109,0,0,1,0,3
196.04,0,0,1,0,3
30.93,0,0,1,0,3
194.87,0,0,1,0,3
126,0,0,1,0,3
79.99,0,0,1,0,3
539.43,0,0,1,0,3
878.82,0,0,1,0,3
50,0,0,1,0,3
155,0,0,1,0,3
327.72,0,0,1,0,3
120.97,0,0,1,0,3
700,0,0,1,0,3
279,0,0,1,0,3
59,0,0,1,0,3
1500,0,0,1,0,3
874.83,0,0,1,0,3
200,0,0,1,0,3
1335.52,0,0,1,0,3
3765.99,0,0,1,0,3
22,0,0,1,0,3
42.79,0,0,1,0,3
950,0,0,1,0,3
225,0,0,1,0,3
825.5,0,0,1,0,3
825,0,0,1,0,3
7,0,0,1,0,3
80,0,0,1,0,3
30,15,0,0,1,2
150,75,0,0,1,2
75.28,37.64,0,0,1,2
250,125,0,0,1,2
127.04,50,0,0,1,2
365,213.77,0,0,1,2
99.99,65,0,0,1,2
93.99,47,0,0,1,2
665,166.25,0,0,1,2
495,470.25,0,0,1,2
161.03,80.52,0,0,1,2
69.95,69.95,1,0,0,4
20.76,20.76,1,0,0,4
250,0,0,1,0,3
245.96,0,0,1,0,3
147.88,0,0,1,0,3
80,0,0,1,0,3
1200,0,0,1,0,3
240,0,0,1,0,3
2000,0,0,1,0,3
450,0,0,1,0,3
765,0,0,1,0,3
536.97,0,0,1,0,3
29.95,0,0,1,0,3
1115.06,0,0,1,0,3
2000,0,0,1,0,3
438.8,0,0,1,0,3
500,0,0,1,0,3
8.17,0,0,1,0,3
75,0,0,1,0,3
427.59,0,0,1,0,3
1742,0,0,1,0,3
399,0,0,1,0,3
60,0,0,1,0,3
1500,0,0,1,0,3
104.94,50,0,0,1,2
50,35,0,0,1,2
175,55,0,0,1,2
29.9,29.9,1,0,0,4
30.74,30.74,1,0,0,4
40,40,1,0,0,4
38.5,38.5,1,0,0,4
10,10,1,0,0,4
19.8,19.8,1,0,0,4
52.99,52.99,1,0,0,4
9.82,9.82,1,0,0,4
32.97,32.97,1,0,0,4
9.29,9.29,1,0,0,4
50.12,50.12,1,0,0,4
50,0,0,1,0,3
253,0,0,1,0,3
330.15,0,0,1,0,3
200,0,0,1,0,3
12.8,0,0,1,0,3
100,0,0,1,0,3
40,0,0,1,0,3
1375,0,0,1,0,3
72,0,0,1,0,3
1500,0,0,1,0,3
405,0,0,1,0,3
162.78,0,0,1,0,3
264,0,0,1,0,3
750,0,0,1,0,3
575,0,0,1,0,3
300,0,0,1,0,3
125,0,0,1,0,3
299.59,0,0,1,0,3
2628,0,0,1,0,3
154.85,0,0,1,0,3
200,0,0,1,0,3
12.78,0,0,1,0,3
823.72,0,0,1,0,3
65,0,0,1,0,3
187,0,0,1,0,3
52,0,0,1,0,3
1206.49,0,0,1,0,3
1209.5,0,0,1,0,3
266.48,0,0,1,0,3
1040,0,0,1,0,3
300,0,0,1,0,3
115.45,0,0,1,0,3
108.01,0,0,1,0,3
8000,0,0,1,0,3
4000,0,0,1,0,3
3760,0,0,1,0,3
250,0,0,1,0,3
249,0,0,1,0,3
110.85,0,0,1,0,3
6.44,0,0,1,0,3
221.25,0,0,1,0,3
10,0,0,1,0,3
1100,0,0,1,0,3
430,0,0,1,0,3
88.97,0,0,1,0,3
2866.5,2360,0,0,1,1
900,438,0,0,1,2
103.47,71.74,0,0,1,2
100,50,0,0,1,2
210.75,105.38,0,0,1,2
300,300,1,0,0,4
309.32,0,0,1,0,3
11.92,0,0,1,0,3
250,0,0,1,0,3
140.59,0,0,1,0,3
53.2,0,0,1,0,3
250,0,0,1,0,3
407.35,320,0,0,1,2
791,0,0,1,0,3
98.95,98.95,1,0,0,4
120,120,1,0,0,4
54.07,54.07,1,0,0,4
50,50,1,0,0,4
9.48,9.48,1,0,0,4
375.8,375.8,1,0,0,4
125,125,1,0,0,4
7.99,7.99,1,0,0,4
43.85,43.85,1,0,0,4
45.95,45.95,1,0,0,4
49,49,1,0,0,4
536.24,536.24,1,0,0,4
95,95,1,0,0,4
1033.78,1033.78,1,0,0,4
18.26,18.26,1,0,0,4
6000,0,0,1,0,3
10,0,0,1,0,3
